id,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed
2275,2,0,4,16,0,6,0,2,0.38,0.3939,0.82,0.0
2276,2,0,4,17,0,6,0,2,0.38,0.3939,0.82,0.0896
2277,2,0,4,18,0,6,0,2,0.38,0.3939,0.82,0.1045
2278,2,0,4,19,0,6,0,2,0.38,0.3939,0.82,0.1343
2279,2,0,4,20,0,6,0,2,0.38,0.3939,0.87,0.1642
2280,2,0,4,21,0,6,0,2,0.36,0.3485,0.93,0.1343
2281,2,0,4,22,0,6,0,2,0.36,0.3485,0.93,0.1343
2282,2,0,4,23,0,6,0,2,0.38,0.3939,0.87,0.0896
2283,2,0,4,0,0,0,0,2,0.38,0.3939,0.87,0.0896
2284,2,0,4,1,0,0,0,2,0.38,0.3939,0.87,0.1343
2285,2,0,4,2,0,0,0,2,0.38,0.3939,0.87,0.0896
2286,2,0,4,3,0,0,0,2,0.38,0.3939,0.87,0.1343
2287,2,0,4,4,0,0,0,2,0.36,0.3636,0.93,0.1045
2288,2,0,4,5,0,0,0,2,0.36,0.3636,0.93,0.0896
2289,2,0,4,6,0,0,0,2,0.36,0.3636,0.93,0.0896
2290,2,0,4,7,0,0,0,2,0.36,0.3636,1.0,0.0896
2291,2,0,4,8,0,0,0,2,0.38,0.3939,0.94,0.0896
2292,2,0,4,9,0,0,0,2,0.38,0.3939,0.94,0.1343
2293,2,0,4,10,0,0,0,2,0.4,0.4091,0.87,0.0
2294,2,0,4,11,0,0,0,2,0.4,0.4091,0.87,0.1343
2295,2,0,4,12,0,0,0,2,0.42,0.4242,0.88,0.1343
2296,2,0,4,13,0,0,0,1,0.46,0.4545,0.82,0.1045
2297,2,0,4,14,0,0,0,1,0.5,0.4848,0.72,0.194
2298,2,0,4,15,0,0,0,1,0.5,0.4848,0.77,0.2239
2299,2,0,4,16,0,0,0,2,0.52,0.5,0.72,0.1642
2300,2,0,4,17,0,0,0,2,0.52,0.5,0.72,0.194
2301,2,0,4,18,0,0,0,1,0.5,0.4848,0.77,0.194
2302,2,0,4,19,0,0,0,1,0.5,0.4848,0.77,0.194
2303,2,0,4,20,0,0,0,1,0.46,0.4545,0.82,0.1343
2304,2,0,4,21,0,0,0,1,0.44,0.4394,0.88,0.194
2305,2,0,4,22,0,0,0,1,0.44,0.4394,0.94,0.2537
2306,2,0,4,23,0,0,0,1,0.46,0.4545,0.88,0.3582
2307,2,0,4,0,0,1,1,1,0.48,0.4697,0.88,0.3284
2308,2,0,4,1,0,1,1,1,0.46,0.4545,0.94,0.2836
2309,2,0,4,2,0,1,1,1,0.46,0.4545,0.94,0.2836
2310,2,0,4,4,0,1,1,1,0.46,0.4545,0.94,0.194
2311,2,0,4,5,0,1,1,1,0.46,0.4545,0.94,0.194
2312,2,0,4,6,0,1,1,2,0.46,0.4545,1.0,0.2239
2313,2,0,4,7,0,1,1,2,0.5,0.4848,0.88,0.2239
2314,2,0,4,8,0,1,1,2,0.52,0.5,0.88,0.2836
2315,2,0,4,9,0,1,1,2,0.56,0.5303,0.83,0.2836
2316,2,0,4,10,0,1,1,2,0.56,0.5303,0.83,0.2985
2317,2,0,4,11,0,1,1,2,0.6,0.5909,0.73,0.2985
2318,2,0,4,12,0,1,1,2,0.6,0.5909,0.73,0.3284
2319,2,0,4,13,0,1,1,2,0.64,0.6061,0.69,0.4179
2320,2,0,4,14,0,1,1,2,0.72,0.6667,0.54,0.3582
2321,2,0,4,15,0,1,1,1,0.74,0.6667,0.48,0.5224
2322,2,0,4,16,0,1,1,1,0.74,0.6667,0.48,0.5224
2323,2,0,4,17,0,1,1,1,0.74,0.6667,0.48,0.5224
2324,2,0,4,18,0,1,1,1,0.72,0.6667,0.51,0.3881
2325,2,0,4,19,0,1,1,1,0.72,0.6667,0.51,0.4478
2326,2,0,4,20,0,1,1,1,0.68,0.6364,0.57,0.5224
2327,2,0,4,21,0,1,1,1,0.66,0.6212,0.61,0.2537
2328,2,0,4,22,0,1,1,2,0.64,0.6212,0.5,0.2836
2329,2,0,4,23,0,1,1,3,0.58,0.5455,0.6,0.0
2330,2,0,4,0,0,2,1,2,0.62,0.6212,0.5,0.1045
2331,2,0,4,1,0,2,1,2,0.62,0.6212,0.5,0.0896
2332,2,0,4,2,0,2,1,2,0.6,0.6212,0.53,0.1343
2333,2,0,4,3,0,2,1,2,0.58,0.5455,0.56,0.1343
2334,2,0,4,4,0,2,1,2,0.56,0.5303,0.64,0.1343
2335,2,0,4,5,0,2,1,2,0.54,0.5152,0.68,0.1343
2336,2,0,4,6,0,2,1,2,0.54,0.5152,0.68,0.2836
2337,2,0,4,7,0,2,1,2,0.54,0.5152,0.68,0.2239
2338,2,0,4,8,0,2,1,3,0.48,0.4697,0.88,0.3881
2339,2,0,4,9,0,2,1,3,0.46,0.4545,0.94,0.4925
2340,2,0,4,10,0,2,1,3,0.5,0.4848,0.82,0.4179
2341,2,0,4,11,0,2,1,1,0.52,0.5,0.77,0.3582
2342,2,0,4,12,0,2,1,2,0.56,0.5303,0.64,0.4627
2343,2,0,4,13,0,2,1,3,0.54,0.5152,0.68,0.2836
2344,2,0,4,14,0,2,1,2,0.5,0.4848,0.82,0.2836
2345,2,0,4,15,0,2,1,2,0.48,0.4697,0.77,0.5224
2346,2,0,4,16,0,2,1,2,0.48,0.4697,0.77,0.3881
2347,2,0,4,17,0,2,1,3,0.44,0.4394,0.77,0.2239
2348,2,0,4,18,0,2,1,3,0.44,0.4394,0.77,0.2239
2349,2,0,4,19,0,2,1,2,0.42,0.4242,0.82,0.2836
2350,2,0,4,20,0,2,1,2,0.42,0.4242,0.82,0.2836
2351,2,0,4,21,0,2,1,2,0.42,0.4242,0.82,0.194
2352,2,0,4,22,0,2,1,2,0.4,0.4091,0.94,0.2985
2353,2,0,4,23,0,2,1,2,0.4,0.4091,0.94,0.2537
2354,2,0,4,0,0,3,1,2,0.4,0.4091,1.0,0.2985
2355,2,0,4,1,0,3,1,2,0.4,0.4091,1.0,0.2985
2356,2,0,4,2,0,3,1,3,0.4,0.4091,1.0,0.2985
2357,2,0,4,3,0,3,1,3,0.4,0.4091,0.94,0.3284
2358,2,0,4,4,0,3,1,3,0.4,0.4091,0.94,0.3284
2359,2,0,4,5,0,3,1,3,0.38,0.3939,0.94,0.2537
2360,2,0,4,6,0,3,1,3,0.38,0.3939,0.94,0.2239
2361,2,0,4,7,0,3,1,3,0.36,0.3485,1.0,0.2239
2362,2,0,4,8,0,3,1,3,0.38,0.3939,0.94,0.194
2363,2,0,4,9,0,3,1,2,0.38,0.3939,0.94,0.2239
2364,2,0,4,10,0,3,1,2,0.4,0.4091,0.87,0.194
2365,2,0,4,11,0,3,1,2,0.42,0.4242,0.82,0.194
2366,2,0,4,12,0,3,1,3,0.42,0.4242,0.82,0.2537
2367,2,0,4,13,0,3,1,2,0.44,0.4394,0.77,0.194
2368,2,0,4,14,0,3,1,2,0.42,0.4242,0.77,0.2537
2369,2,0,4,15,0,3,1,2,0.44,0.4394,0.72,0.2836
2370,2,0,4,16,0,3,1,1,0.46,0.4545,0.67,0.2836
2371,2,0,4,17,0,3,1,1,0.46,0.4545,0.67,0.2985
2372,2,0,4,18,0,3,1,1,0.44,0.4394,0.62,0.3881
2373,2,0,4,19,0,3,1,1,0.44,0.4394,0.62,0.2537
2374,2,0,4,20,0,3,1,1,0.44,0.4394,0.62,0.2537
2375,2,0,4,21,0,3,1,1,0.42,0.4242,0.67,0.1642
2376,2,0,4,22,0,3,1,1,0.42,0.4242,0.67,0.194
2377,2,0,4,23,0,3,1,1,0.4,0.4091,0.71,0.1343
2378,2,0,4,0,0,4,1,1,0.38,0.3939,0.76,0.1343
2379,2,0,4,1,0,4,1,1,0.38,0.3939,0.76,0.2239
2380,2,0,4,2,0,4,1,1,0.36,0.3485,0.76,0.1343
2381,2,0,4,3,0,4,1,1,0.34,0.3333,0.81,0.1343
2382,2,0,4,4,0,4,1,1,0.34,0.3636,0.76,0.0
2383,2,0,4,5,0,4,1,1,0.34,0.3485,0.76,0.0896
2384,2,0,4,6,0,4,1,1,0.34,0.3485,0.76,0.1045
2385,2,0,4,7,0,4,1,1,0.38,0.3939,0.66,0.0
2386,2,0,4,8,0,4,1,1,0.42,0.4242,0.58,0.1642
2387,2,0,4,9,0,4,1,1,0.46,0.4545,0.51,0.1343
2388,2,0,4,10,0,4,1,1,0.5,0.4848,0.51,0.194
2389,2,0,4,11,0,4,1,1,0.52,0.5,0.45,0.1642
2390,2,0,4,12,0,4,1,1,0.54,0.5152,0.42,0.1343
2391,2,0,4,13,0,4,1,1,0.56,0.5303,0.37,0.2239
2392,2,0,4,14,0,4,1,1,0.56,0.5303,0.35,0.0896
2393,2,0,4,15,0,4,1,1,0.6,0.6212,0.31,0.0896
2394,2,0,4,16,0,4,1,1,0.6,0.6061,0.26,0.1045
2395,2,0,4,17,0,4,1,1,0.6,0.6061,0.28,0.0
2396,2,0,4,18,0,4,1,1,0.56,0.5303,0.3,0.0
2397,2,0,4,19,0,4,1,1,0.54,0.5152,0.32,0.0
2398,2,0,4,20,0,4,1,1,0.5,0.4848,0.51,0.194
2399,2,0,4,21,0,4,1,1,0.46,0.4545,0.63,0.1343
2400,2,0,4,22,0,4,1,1,0.48,0.4697,0.55,0.1045
2401,2,0,4,23,0,4,1,1,0.46,0.4545,0.59,0.1045
2402,2,0,4,0,1,5,0,1,0.44,0.4394,0.67,0.0
2403,2,0,4,1,1,5,0,1,0.44,0.4394,0.62,0.0
2404,2,0,4,2,1,5,0,1,0.4,0.4091,0.76,0.0
2405,2,0,4,3,1,5,0,1,0.4,0.4091,0.76,0.0
2406,2,0,4,4,1,5,0,1,0.38,0.3939,0.82,0.0896
2407,2,0,4,5,1,5,0,1,0.36,0.3636,0.81,0.1045
2408,2,0,4,6,1,5,0,1,0.36,0.3636,0.81,0.0896
2409,2,0,4,7,1,5,0,1,0.4,0.4091,0.71,0.1642
2410,2,0,4,8,1,5,0,1,0.44,0.4394,0.62,0.2985
2411,2,0,4,9,1,5,0,1,0.5,0.4848,0.55,0.194
2412,2,0,4,10,1,5,0,1,0.5,0.4848,0.55,0.194
2413,2,0,4,11,1,5,0,1,0.52,0.5,0.55,0.194
2414,2,0,4,12,1,5,0,1,0.52,0.5,0.55,0.2836
2415,2,0,4,13,1,5,0,1,0.54,0.5152,0.52,0.2537
2416,2,0,4,14,1,5,0,1,0.54,0.5152,0.52,0.2537
2417,2,0,4,15,1,5,0,1,0.54,0.5152,0.52,0.4478
2418,2,0,4,16,1,5,0,1,0.52,0.5,0.55,0.4925
2419,2,0,4,17,1,5,0,2,0.5,0.4848,0.63,0.3881
2420,2,0,4,18,1,5,0,2,0.46,0.4545,0.67,0.3881
2421,2,0,4,19,1,5,0,1,0.42,0.4242,0.77,0.3881
2422,2,0,4,20,1,5,0,2,0.4,0.4091,0.76,0.3284
2423,2,0,4,21,1,5,0,2,0.4,0.4091,0.76,0.2985
2424,2,0,4,22,1,5,0,2,0.38,0.3939,0.82,0.3881
2425,2,0,4,23,1,5,0,2,0.36,0.3485,0.81,0.194
2426,2,0,4,0,0,6,0,2,0.36,0.3485,0.81,0.2239
2427,2,0,4,1,0,6,0,2,0.36,0.3333,0.87,0.2836
2428,2,0,4,2,0,6,0,2,0.36,0.3485,0.87,0.1343
2429,2,0,4,3,0,6,0,2,0.36,0.3485,0.87,0.1642
2430,2,0,4,4,0,6,0,2,0.36,0.3485,0.87,0.2239
2431,2,0,4,5,0,6,0,2,0.38,0.3939,0.87,0.2836
2432,2,0,4,6,0,6,0,3,0.4,0.4091,0.82,0.3284
2433,2,0,4,7,0,6,0,2,0.4,0.4091,0.82,0.4179
2434,2,0,4,8,0,6,0,3,0.4,0.4091,0.87,0.3582
2435,2,0,4,9,0,6,0,3,0.4,0.4091,1.0,0.2985
2436,2,0,4,10,0,6,0,3,0.42,0.4242,0.94,0.3881
2437,2,0,4,11,0,6,0,3,0.42,0.4242,0.94,0.4478
2438,2,0,4,12,0,6,0,2,0.46,0.4545,0.88,0.5821
2439,2,0,4,13,0,6,0,3,0.46,0.4545,0.94,0.5224
2440,2,0,4,14,0,6,0,3,0.52,0.5,0.83,0.5821
2441,2,0,4,15,0,6,0,3,0.52,0.5,0.83,0.5821
2442,2,0,4,16,0,6,0,3,0.5,0.4848,0.88,0.4627
2443,2,0,4,17,0,6,0,3,0.5,0.4848,0.88,0.5821
2444,2,0,4,18,0,6,0,2,0.5,0.4848,0.94,0.3881
2445,2,0,4,19,0,6,0,2,0.52,0.5,0.94,0.4179
2446,2,0,4,20,0,6,0,3,0.44,0.4394,0.94,0.2239
2447,2,0,4,21,0,6,0,2,0.44,0.4394,0.94,0.0
2448,2,0,4,22,0,6,0,3,0.42,0.4242,1.0,0.0
2449,2,0,4,23,0,6,0,2,0.44,0.4394,0.77,0.2836
2450,2,0,4,0,0,0,0,2,0.44,0.4394,0.77,0.2836
2451,2,0,4,1,0,0,0,1,0.42,0.4242,0.67,0.2239
2452,2,0,4,2,0,0,0,1,0.4,0.4091,0.62,0.194
2453,2,0,4,3,0,0,0,1,0.4,0.4091,0.66,0.1343
2454,2,0,4,4,0,0,0,1,0.36,0.3636,0.76,0.1045
2455,2,0,4,5,0,0,0,1,0.36,0.3485,0.71,0.1642
2456,2,0,4,6,0,0,0,1,0.36,0.3182,0.66,0.4478
2457,2,0,4,7,0,0,0,1,0.36,0.3333,0.5,0.3582
2458,2,0,4,8,0,0,0,1,0.38,0.3939,0.46,0.3881
2459,2,0,4,9,0,0,0,1,0.4,0.4091,0.43,0.2836
2460,2,0,4,10,0,0,0,1,0.42,0.4242,0.44,0.4478
2461,2,0,4,11,0,0,0,1,0.46,0.4545,0.41,0.4179
2462,2,0,4,12,0,0,0,1,0.46,0.4545,0.38,0.3881
2463,2,0,4,13,0,0,0,1,0.5,0.4848,0.34,0.3881
2464,2,0,4,14,0,0,0,1,0.52,0.5,0.34,0.3881
2465,2,0,4,15,0,0,0,1,0.54,0.5152,0.32,0.5224
2466,2,0,4,16,0,0,0,1,0.54,0.5152,0.3,0.3582
2467,2,0,4,17,0,0,0,1,0.56,0.5303,0.3,0.4478
2468,2,0,4,18,0,0,0,1,0.56,0.5303,0.3,0.3881
2469,2,0,4,19,0,0,0,1,0.56,0.5303,0.3,0.2985
2470,2,0,4,20,0,0,0,1,0.52,0.5,0.36,0.194
2471,2,0,4,21,0,0,0,1,0.5,0.4848,0.42,0.194
2472,2,0,4,22,0,0,0,1,0.5,0.4848,0.39,0.1045
2473,2,0,4,23,0,0,0,1,0.44,0.4394,0.67,0.1642
2474,2,0,4,0,0,1,1,1,0.46,0.4545,0.47,0.0896
2475,2,0,4,1,0,1,1,1,0.46,0.4545,0.47,0.1343
2476,2,0,4,2,0,1,1,1,0.42,0.4242,0.67,0.1045
2477,2,0,4,3,0,1,1,1,0.42,0.4242,0.62,0.1045
2478,2,0,4,4,0,1,1,1,0.4,0.4091,0.87,0.1642
2479,2,0,4,5,0,1,1,1,0.4,0.4091,0.76,0.0896
2480,2,0,4,6,0,1,1,1,0.4,0.4091,0.82,0.0
2481,2,0,4,7,0,1,1,1,0.46,0.4545,0.63,0.0
2482,2,0,4,8,0,1,1,1,0.46,0.4545,0.63,0.0
2483,2,0,4,9,0,1,1,2,0.5,0.4848,0.55,0.1045
2484,2,0,4,10,0,1,1,2,0.52,0.5,0.55,0.1045
2485,2,0,4,11,0,1,1,2,0.54,0.5152,0.52,0.0896
2486,2,0,4,12,0,1,1,2,0.56,0.5303,0.49,0.0896
2487,2,0,4,13,0,1,1,2,0.56,0.5303,0.49,0.1642
2488,2,0,4,14,0,1,1,2,0.58,0.5455,0.49,0.194
2489,2,0,4,15,0,1,1,2,0.6,0.6212,0.43,0.194
2490,2,0,4,16,0,1,1,1,0.6,0.6212,0.46,0.2836
2491,2,0,4,17,0,1,1,1,0.58,0.5455,0.49,0.2836
2492,2,0,4,18,0,1,1,1,0.64,0.6212,0.31,0.3582
2493,2,0,4,19,0,1,1,1,0.56,0.5303,0.46,0.2537
2494,2,0,4,20,0,1,1,1,0.6,0.6212,0.33,0.2985
2495,2,0,4,21,0,1,1,1,0.56,0.5303,0.37,0.2836
2496,2,0,4,22,0,1,1,1,0.52,0.5,0.55,0.2836
2497,2,0,4,23,0,1,1,1,0.5,0.4848,0.59,0.2537
2498,2,0,4,0,0,2,1,1,0.5,0.4848,0.55,0.2239
2499,2,0,4,1,0,2,1,1,0.46,0.4545,0.63,0.2239
2500,2,0,4,2,0,2,1,1,0.46,0.4545,0.67,0.2836
2501,2,0,4,3,0,2,1,1,0.48,0.4697,0.63,0.2239
2502,2,0,4,4,0,2,1,1,0.46,0.4545,0.67,0.0896
2503,2,0,4,5,0,2,1,2,0.46,0.4545,0.72,0.194
2504,2,0,4,6,0,2,1,2,0.48,0.4697,0.67,0.0
2505,2,0,4,7,0,2,1,2,0.52,0.5,0.55,0.0
2506,2,0,4,8,0,2,1,2,0.5,0.4848,0.68,0.1343
2507,2,0,4,9,0,2,1,3,0.52,0.5,0.63,0.0896
2508,2,0,4,10,0,2,1,2,0.5,0.4848,0.72,0.2239
2509,2,0,4,11,0,2,1,2,0.54,0.5152,0.68,0.1642
2510,2,0,4,12,0,2,1,2,0.54,0.5152,0.64,0.0896
2511,2,0,4,13,0,2,1,2,0.54,0.5152,0.68,0.2239
2512,2,0,4,14,0,2,1,2,0.54,0.5152,0.64,0.194
2513,2,0,4,15,0,2,1,2,0.54,0.5152,0.65,0.1642
2514,2,0,4,16,0,2,1,1,0.56,0.5303,0.52,0.2985
2515,2,0,4,17,0,2,1,1,0.56,0.5303,0.6,0.1045
2516,2,0,4,18,0,2,1,2,0.54,0.5152,0.64,0.1343
2517,2,0,4,19,0,2,1,2,0.5,0.4848,0.72,0.194
2518,2,0,4,20,0,2,1,2,0.5,0.4848,0.72,0.2239
2519,2,0,4,21,0,2,1,2,0.5,0.4848,0.72,0.1343
2520,2,0,4,22,0,2,1,1,0.48,0.4697,0.77,0.0896
2521,2,0,4,23,0,2,1,1,0.46,0.4545,0.88,0.0896
2522,2,0,4,0,0,3,1,1,0.44,0.4394,0.88,0.1343
2523,2,0,4,1,0,3,1,1,0.42,0.4242,0.94,0.1642
2524,2,0,4,2,0,3,1,1,0.42,0.4242,0.94,0.1642
2525,2,0,4,3,0,3,1,1,0.42,0.4242,0.94,0.0
2526,2,0,4,4,0,3,1,1,0.4,0.4091,1.0,0.1045
2527,2,0,4,5,0,3,1,1,0.4,0.4091,0.94,0.194
2528,2,0,4,6,0,3,1,1,0.42,0.4242,0.94,0.1642
2529,2,0,4,7,0,3,1,1,0.44,0.4394,0.94,0.0
2530,2,0,4,8,0,3,1,1,0.62,0.6061,0.69,0.4627
2531,2,0,4,9,0,3,1,1,0.66,0.6212,0.61,0.2836
2532,2,0,4,10,0,3,1,1,0.62,0.6061,0.69,0.0896
2533,2,0,4,11,0,3,1,1,0.62,0.6061,0.69,0.0896
2534,2,0,4,12,0,3,1,1,0.7,0.6515,0.48,0.3881
2535,2,0,4,13,0,3,1,1,0.7,0.6515,0.48,0.3881
2536,2,0,4,14,0,3,1,1,0.74,0.6515,0.4,0.4627
2537,2,0,4,15,0,3,1,2,0.76,0.6667,0.35,0.3582
2538,2,0,4,16,0,3,1,2,0.76,0.6667,0.35,0.3582
2539,2,0,4,17,0,3,1,2,0.74,0.6515,0.37,0.4179
2540,2,0,4,18,0,3,1,1,0.74,0.6515,0.3,0.3582
2541,2,0,4,19,0,3,1,1,0.7,0.6364,0.32,0.2537
2542,2,0,4,20,0,3,1,1,0.68,0.6212,0.32,0.1045
2543,2,0,4,21,0,3,1,1,0.66,0.6212,0.36,0.2836
2544,2,0,4,22,0,3,1,1,0.62,0.6212,0.41,0.2537
2545,2,0,4,23,0,3,1,1,0.6,0.6212,0.4,0.3284
2546,2,0,4,0,0,4,1,1,0.56,0.5303,0.43,0.3582
2547,2,0,4,1,0,4,1,1,0.52,0.5,0.45,0.2239
2548,2,0,4,2,0,4,1,1,0.5,0.4848,0.42,0.3881
2549,2,0,4,3,0,4,1,2,0.46,0.4545,0.51,0.4627
2550,2,0,4,4,0,4,1,2,0.44,0.4394,0.54,0.4478
2551,2,0,4,5,0,4,1,2,0.42,0.4242,0.54,0.5522
2552,2,0,4,6,0,4,1,2,0.4,0.4091,0.58,0.5821
2553,2,0,4,7,0,4,1,2,0.42,0.4242,0.47,0.4627
2554,2,0,4,8,0,4,1,2,0.4,0.4091,0.5,0.4925
2555,2,0,4,9,0,4,1,2,0.42,0.4242,0.47,0.2836
2556,2,0,4,10,0,4,1,1,0.42,0.4242,0.44,0.3582
2557,2,0,4,11,0,4,1,1,0.44,0.4394,0.41,0.2836
2558,2,0,4,12,0,4,1,1,0.46,0.4545,0.38,0.1642
2559,2,0,4,13,0,4,1,1,0.48,0.4697,0.33,0.3284
2560,2,0,4,14,0,4,1,1,0.5,0.4848,0.34,0.3881
2561,2,0,4,15,0,4,1,1,0.52,0.5,0.29,0.4179
2562,2,0,4,16,0,4,1,1,0.52,0.5,0.27,0.3582
2563,2,0,4,17,0,4,1,1,0.5,0.4848,0.29,0.1642
2564,2,0,4,18,0,4,1,1,0.5,0.4848,0.25,0.2836
2565,2,0,4,19,0,4,1,1,0.46,0.4545,0.28,0.2836
2566,2,0,4,20,0,4,1,1,0.44,0.4394,0.3,0.1343
2567,2,0,4,21,0,4,1,1,0.42,0.4242,0.47,0.194
2568,2,0,4,22,0,4,1,1,0.42,0.4242,0.38,0.0896
2569,2,0,4,23,0,4,1,1,0.4,0.4091,0.43,0.1045
2570,2,0,4,0,0,5,1,1,0.36,0.3485,0.62,0.194
2571,2,0,4,1,0,5,1,1,0.36,0.3333,0.53,0.2537
2572,2,0,4,2,0,5,1,1,0.36,0.3333,0.53,0.2985
2573,2,0,4,3,0,5,1,1,0.36,0.3333,0.53,0.2985
2574,2,0,4,4,0,5,1,1,0.34,0.3182,0.53,0.2836
2575,2,0,4,5,0,5,1,1,0.34,0.3182,0.53,0.2239
2576,2,0,4,6,0,5,1,1,0.34,0.3182,0.53,0.2836
2577,2,0,4,7,0,5,1,2,0.34,0.3182,0.53,0.2836
2578,2,0,4,8,0,5,1,2,0.34,0.3182,0.53,0.2537
2579,2,0,4,9,0,5,1,3,0.34,0.303,0.61,0.2985
2580,2,0,4,10,0,5,1,2,0.36,0.3485,0.62,0.194
2581,2,0,4,11,0,5,1,3,0.34,0.3333,0.66,0.194
2582,2,0,4,12,0,5,1,3,0.34,0.3333,0.76,0.1343
2583,2,0,4,13,0,5,1,3,0.34,0.3333,0.87,0.194
2584,2,0,4,14,0,5,1,3,0.34,0.3182,0.87,0.2537
2585,2,0,4,15,0,5,1,3,0.34,0.3333,0.87,0.194
2586,2,0,4,16,0,5,1,3,0.34,0.3333,0.87,0.1343
2587,2,0,4,17,0,5,1,3,0.32,0.303,0.93,0.2239
2588,2,0,4,18,0,5,1,3,0.32,0.303,0.93,0.2239
2589,2,0,4,19,0,5,1,3,0.32,0.303,0.93,0.2239
2590,2,0,4,20,0,5,1,3,0.32,0.303,0.87,0.2239
2591,2,0,4,21,0,5,1,3,0.3,0.303,0.93,0.1642
2592,2,0,4,22,0,5,1,3,0.3,0.303,1.0,0.1343
2593,2,0,4,23,0,5,1,3,0.32,0.3333,0.93,0.1045
2594,2,0,4,0,0,6,0,2,0.32,0.3182,1.0,0.194
2595,2,0,4,1,0,6,0,2,0.32,0.3182,1.0,0.194
2596,2,0,4,2,0,6,0,3,0.32,0.3333,1.0,0.1343
2597,2,0,4,3,0,6,0,3,0.32,0.3333,1.0,0.0896
2598,2,0,4,4,0,6,0,3,0.34,0.3636,1.0,0.0
2599,2,0,4,5,0,6,0,3,0.34,0.3636,1.0,0.0
2600,2,0,4,6,0,6,0,2,0.34,0.3333,1.0,0.1642
2601,2,0,4,7,0,6,0,3,0.34,0.3333,1.0,0.1642
2602,2,0,4,8,0,6,0,2,0.36,0.3333,1.0,0.2537
2603,2,0,4,9,0,6,0,2,0.38,0.3939,0.94,0.2985
2604,2,0,4,10,0,6,0,2,0.42,0.4242,0.88,0.2239
2605,2,0,4,11,0,6,0,2,0.46,0.4545,0.88,0.2239
2606,2,0,4,12,0,6,0,1,0.52,0.5,0.83,0.4179
2607,2,0,4,13,0,6,0,1,0.52,0.5,0.83,0.3881
2608,2,0,4,14,0,6,0,1,0.58,0.5455,0.78,0.3582
2609,2,0,4,15,0,6,0,1,0.6,0.5909,0.73,0.3881
2610,2,0,4,16,0,6,0,1,0.6,0.5909,0.73,0.2836
2611,2,0,4,17,0,6,0,1,0.6,0.5909,0.73,0.3284
2612,2,0,4,18,0,6,0,1,0.58,0.5455,0.78,0.194
2613,2,0,4,19,0,6,0,1,0.56,0.5303,0.83,0.2836
2614,2,0,4,20,0,6,0,2,0.54,0.5152,0.88,0.2537
2615,2,0,4,21,0,6,0,2,0.56,0.5303,0.83,0.2836
2616,2,0,4,22,0,6,0,2,0.58,0.5455,0.78,0.2537
2617,2,0,4,23,0,6,0,2,0.54,0.5152,0.88,0.1642
2618,2,0,4,0,0,0,0,1,0.52,0.5,0.83,0.2239
2619,2,0,4,1,0,0,0,1,0.5,0.4848,0.88,0.194
2620,2,0,4,2,0,0,0,1,0.5,0.4848,0.88,0.194
2621,2,0,4,3,0,0,0,1,0.5,0.4848,0.94,0.0896
2622,2,0,4,4,0,0,0,1,0.5,0.4848,0.94,0.0896
2623,2,0,4,5,0,0,0,1,0.5,0.4848,0.94,0.0896
2624,2,0,4,6,0,0,0,2,0.5,0.4848,1.0,0.0
2625,2,0,4,7,0,0,0,2,0.5,0.4848,1.0,0.0
2626,2,0,4,8,0,0,0,1,0.52,0.5,0.94,0.2239
2627,2,0,4,9,0,0,0,1,0.56,0.5303,0.88,0.2537
2628,2,0,4,10,0,0,0,1,0.6,0.5758,0.78,0.1642
2629,2,0,4,11,0,0,0,1,0.66,0.6212,0.65,0.1343
2630,2,0,4,12,0,0,0,1,0.68,0.6364,0.65,0.2537
2631,2,0,4,13,0,0,0,1,0.7,0.6515,0.58,0.2836
2632,2,0,4,14,0,0,0,1,0.7,0.6515,0.54,0.3284
2633,2,0,4,15,0,0,0,1,0.66,0.6212,0.61,0.2537
2634,2,0,4,16,0,0,0,1,0.74,0.6667,0.48,0.3881
2635,2,0,4,17,0,0,0,1,0.66,0.6212,0.65,0.2985
2636,2,0,4,18,0,0,0,1,0.64,0.6061,0.69,0.1642
2637,2,0,4,19,0,0,0,3,0.6,0.5606,0.83,0.2836
2638,2,0,4,20,0,0,0,3,0.6,0.5606,0.83,0.2836
2639,2,0,4,21,0,0,0,3,0.54,0.5152,0.94,0.1642
2640,2,0,4,22,0,0,0,3,0.54,0.5152,1.0,0.1642
2641,2,0,4,23,0,0,0,3,0.54,0.5152,1.0,0.0896
2642,2,0,4,0,0,1,1,3,0.52,0.5,1.0,0.0
2643,2,0,4,1,0,1,1,1,0.54,0.5152,1.0,0.0896
2644,2,0,4,2,0,1,1,1,0.54,0.5152,1.0,0.0896
2645,2,0,4,3,0,1,1,2,0.5,0.4848,1.0,0.1045
2646,2,0,4,4,0,1,1,2,0.52,0.5,1.0,0.0
2647,2,0,4,5,0,1,1,2,0.46,0.4545,1.0,0.0
2648,2,0,4,6,0,1,1,2,0.5,0.4848,1.0,0.0
2649,2,0,4,7,0,1,1,2,0.52,0.5,1.0,0.0896
2650,2,0,4,8,0,1,1,1,0.56,0.5303,0.88,0.1045
2651,2,0,4,9,0,1,1,1,0.6,0.5606,0.83,0.1343
2652,2,0,4,10,0,1,1,1,0.64,0.6061,0.73,0.2239
2653,2,0,4,11,0,1,1,1,0.64,0.6061,0.73,0.2239
