id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome
10261,44.0,technician,married,tertiary,no,1454.0,no,no,unknown,11.0,jun,156.0,2.0,-1.0,0.0,unknown
10262,48.0,admin.,married,secondary,no,13551.0,no,no,unknown,11.0,jun,89.0,3.0,-1.0,0.0,unknown
10263,59.0,retired,single,secondary,no,2432.0,no,no,unknown,11.0,jun,236.0,2.0,-1.0,0.0,unknown
10264,47.0,management,single,tertiary,no,0.0,no,no,unknown,11.0,jun,58.0,3.0,-1.0,0.0,unknown
10265,42.0,blue-collar,married,primary,no,530.0,no,no,unknown,11.0,jun,850.0,8.0,-1.0,0.0,unknown
10266,40.0,technician,married,secondary,no,240.0,no,no,unknown,12.0,jun,68.0,4.0,-1.0,0.0,unknown
10267,39.0,blue-collar,married,unknown,no,2952.0,yes,no,unknown,12.0,jun,307.0,2.0,-1.0,0.0,unknown
10268,40.0,blue-collar,divorced,secondary,no,181.0,no,no,unknown,12.0,jun,89.0,6.0,-1.0,0.0,unknown
10269,56.0,technician,married,secondary,no,225.0,yes,no,unknown,12.0,jun,71.0,12.0,-1.0,0.0,unknown
10270,47.0,management,married,unknown,no,0.0,no,no,unknown,12.0,jun,77.0,3.0,-1.0,0.0,unknown
10271,34.0,blue-collar,married,secondary,no,352.0,yes,no,unknown,12.0,jun,52.0,3.0,-1.0,0.0,unknown
10272,38.0,blue-collar,married,secondary,no,2342.0,no,no,unknown,12.0,jun,136.0,2.0,-1.0,0.0,unknown
10273,37.0,unemployed,single,tertiary,no,1706.0,no,no,unknown,12.0,jun,542.0,3.0,-1.0,0.0,unknown
10274,38.0,blue-collar,single,primary,no,1691.0,no,no,unknown,12.0,jun,265.0,3.0,-1.0,0.0,unknown
10275,52.0,management,divorced,tertiary,no,50.0,yes,no,unknown,12.0,jun,84.0,3.0,-1.0,0.0,unknown
10276,35.0,blue-collar,married,secondary,no,728.0,yes,no,unknown,12.0,jun,410.0,16.0,-1.0,0.0,unknown
10277,31.0,technician,single,secondary,no,1094.0,yes,no,unknown,12.0,jun,93.0,8.0,-1.0,0.0,unknown
10278,37.0,management,single,tertiary,no,8828.0,no,no,unknown,12.0,jun,1010.0,3.0,-1.0,0.0,unknown
10279,53.0,self-employed,divorced,tertiary,no,1841.0,no,no,unknown,12.0,jun,403.0,5.0,-1.0,0.0,unknown
10280,45.0,management,married,tertiary,no,3370.0,no,no,unknown,12.0,jun,36.0,3.0,-1.0,0.0,unknown
10281,44.0,services,single,secondary,no,106.0,no,no,unknown,12.0,jun,109.0,2.0,-1.0,0.0,unknown
10282,49.0,unknown,married,primary,no,142.0,no,no,unknown,12.0,jun,90.0,3.0,-1.0,0.0,unknown
10283,37.0,blue-collar,married,secondary,no,1590.0,no,no,unknown,12.0,jun,305.0,2.0,-1.0,0.0,unknown
10284,39.0,management,married,unknown,no,4800.0,no,no,unknown,12.0,jun,135.0,3.0,-1.0,0.0,unknown
10285,55.0,blue-collar,married,secondary,no,0.0,no,no,unknown,12.0,jun,614.0,2.0,-1.0,0.0,unknown
10286,46.0,services,married,secondary,no,6913.0,no,no,unknown,12.0,jun,781.0,2.0,-1.0,0.0,unknown
10287,38.0,technician,married,tertiary,no,0.0,no,no,unknown,12.0,jun,112.0,2.0,-1.0,0.0,unknown
10288,55.0,admin.,married,secondary,no,3664.0,no,yes,unknown,12.0,jun,423.0,2.0,-1.0,0.0,unknown
10289,39.0,services,married,secondary,no,257.0,yes,no,unknown,12.0,jun,171.0,1.0,-1.0,0.0,unknown
10290,46.0,blue-collar,married,primary,no,642.0,no,no,unknown,12.0,jun,110.0,4.0,-1.0,0.0,unknown
10291,53.0,retired,married,secondary,no,340.0,yes,no,unknown,12.0,jun,138.0,1.0,-1.0,0.0,unknown
10292,40.0,entrepreneur,married,secondary,no,2252.0,no,no,unknown,12.0,jun,144.0,1.0,-1.0,0.0,unknown
10293,37.0,services,married,primary,no,0.0,yes,yes,unknown,12.0,jun,137.0,1.0,-1.0,0.0,unknown
10294,46.0,management,divorced,secondary,no,270.0,no,no,unknown,12.0,jun,125.0,1.0,-1.0,0.0,unknown
10295,55.0,blue-collar,divorced,primary,no,215.0,no,no,unknown,12.0,jun,202.0,1.0,-1.0,0.0,unknown
10296,56.0,blue-collar,divorced,primary,no,596.0,no,no,unknown,12.0,jun,123.0,1.0,-1.0,0.0,unknown
10297,38.0,blue-collar,divorced,primary,no,0.0,no,no,unknown,12.0,jun,49.0,2.0,-1.0,0.0,unknown
10298,49.0,admin.,divorced,secondary,no,1709.0,yes,no,unknown,12.0,jun,106.0,1.0,-1.0,0.0,unknown
10299,58.0,admin.,married,secondary,no,826.0,no,no,unknown,12.0,jun,885.0,1.0,-1.0,0.0,unknown
10300,46.0,management,married,secondary,no,0.0,no,no,unknown,12.0,jun,155.0,1.0,-1.0,0.0,unknown
10301,41.0,services,married,secondary,no,4283.0,yes,no,unknown,12.0,jun,112.0,1.0,-1.0,0.0,unknown
10302,40.0,management,married,secondary,no,2596.0,no,no,unknown,12.0,jun,236.0,1.0,-1.0,0.0,unknown
10303,56.0,admin.,married,secondary,no,1290.0,no,no,unknown,12.0,jun,243.0,1.0,-1.0,0.0,unknown
10304,45.0,blue-collar,married,primary,no,714.0,no,no,unknown,12.0,jun,108.0,1.0,-1.0,0.0,unknown
10305,44.0,retired,married,secondary,no,2692.0,no,no,unknown,12.0,jun,583.0,1.0,-1.0,0.0,unknown
10306,57.0,retired,single,secondary,no,5305.0,no,no,unknown,12.0,jun,192.0,1.0,-1.0,0.0,unknown
10307,44.0,blue-collar,married,secondary,no,1671.0,no,no,unknown,12.0,jun,149.0,1.0,-1.0,0.0,unknown
10308,35.0,unemployed,divorced,secondary,no,45.0,no,no,unknown,12.0,jun,40.0,6.0,-1.0,0.0,unknown
10309,52.0,admin.,married,secondary,no,693.0,no,no,unknown,12.0,jun,271.0,1.0,-1.0,0.0,unknown
10310,53.0,housemaid,divorced,secondary,no,292.0,no,no,unknown,12.0,jun,92.0,2.0,-1.0,0.0,unknown
10311,47.0,services,married,secondary,no,440.0,yes,no,unknown,12.0,jun,91.0,1.0,-1.0,0.0,unknown
10312,35.0,blue-collar,divorced,primary,no,0.0,no,no,unknown,12.0,jun,200.0,1.0,-1.0,0.0,unknown
10313,36.0,unemployed,married,primary,no,0.0,no,no,unknown,12.0,jun,107.0,1.0,-1.0,0.0,unknown
10314,44.0,services,married,secondary,no,938.0,no,no,unknown,12.0,jun,406.0,1.0,-1.0,0.0,unknown
10315,46.0,technician,married,tertiary,no,53.0,no,no,unknown,12.0,jun,12.0,3.0,-1.0,0.0,unknown
10316,57.0,entrepreneur,married,secondary,no,5657.0,yes,no,unknown,12.0,jun,146.0,1.0,-1.0,0.0,unknown
10317,39.0,management,single,secondary,no,120.0,no,no,unknown,12.0,jun,66.0,1.0,-1.0,0.0,unknown
10318,59.0,management,married,tertiary,no,3165.0,yes,no,unknown,12.0,jun,278.0,2.0,-1.0,0.0,unknown
10319,49.0,blue-collar,married,tertiary,no,1784.0,no,no,unknown,12.0,jun,753.0,1.0,-1.0,0.0,unknown
10320,51.0,services,married,secondary,no,209.0,no,no,unknown,12.0,jun,93.0,1.0,-1.0,0.0,unknown
10321,54.0,management,married,tertiary,no,292.0,no,no,unknown,12.0,jun,120.0,1.0,-1.0,0.0,unknown
10322,43.0,services,married,secondary,no,0.0,no,no,unknown,12.0,jun,105.0,1.0,-1.0,0.0,unknown
10323,45.0,technician,divorced,secondary,no,29.0,no,no,unknown,12.0,jun,385.0,1.0,-1.0,0.0,unknown
10324,36.0,housemaid,married,secondary,no,2880.0,no,no,unknown,12.0,jun,283.0,1.0,-1.0,0.0,unknown
10325,48.0,technician,married,unknown,no,74.0,no,no,unknown,12.0,jun,181.0,1.0,-1.0,0.0,unknown
10326,50.0,unemployed,married,secondary,no,5164.0,no,no,unknown,12.0,jun,117.0,5.0,-1.0,0.0,unknown
10327,39.0,admin.,married,secondary,no,1221.0,no,no,unknown,12.0,jun,97.0,1.0,-1.0,0.0,unknown
10328,36.0,services,single,primary,no,183.0,no,no,unknown,12.0,jun,167.0,5.0,-1.0,0.0,unknown
10329,39.0,self-employed,married,tertiary,no,2630.0,no,no,unknown,12.0,jun,651.0,5.0,-1.0,0.0,unknown
10330,49.0,blue-collar,married,primary,no,518.0,yes,no,unknown,12.0,jun,223.0,1.0,-1.0,0.0,unknown
10331,51.0,housemaid,married,primary,no,2499.0,no,no,unknown,12.0,jun,309.0,5.0,-1.0,0.0,unknown
10332,57.0,blue-collar,married,unknown,no,108.0,no,no,unknown,12.0,jun,98.0,1.0,-1.0,0.0,unknown
10333,43.0,services,married,secondary,no,2478.0,yes,no,unknown,12.0,jun,157.0,1.0,-1.0,0.0,unknown
10334,53.0,self-employed,married,tertiary,no,4397.0,yes,no,unknown,12.0,jun,252.0,1.0,-1.0,0.0,unknown
10335,49.0,management,married,tertiary,no,-470.0,yes,no,unknown,12.0,jun,691.0,1.0,-1.0,0.0,unknown
10336,45.0,housemaid,divorced,primary,no,221.0,no,no,unknown,12.0,jun,93.0,1.0,-1.0,0.0,unknown
10337,42.0,blue-collar,married,secondary,no,273.0,no,no,unknown,12.0,jun,315.0,1.0,-1.0,0.0,unknown
10338,37.0,housemaid,married,secondary,no,187.0,no,no,unknown,12.0,jun,165.0,1.0,-1.0,0.0,unknown
10339,57.0,entrepreneur,married,unknown,no,657.0,no,no,unknown,12.0,jun,344.0,1.0,-1.0,0.0,unknown
10340,58.0,retired,married,primary,no,657.0,yes,no,unknown,12.0,jun,128.0,2.0,-1.0,0.0,unknown
10341,36.0,blue-collar,married,primary,no,398.0,yes,no,unknown,12.0,jun,278.0,1.0,-1.0,0.0,unknown
10342,38.0,admin.,married,secondary,no,545.0,no,no,unknown,12.0,jun,436.0,1.0,-1.0,0.0,unknown
10343,50.0,unknown,single,unknown,no,490.0,no,no,unknown,12.0,jun,189.0,1.0,-1.0,0.0,unknown
10344,55.0,entrepreneur,married,secondary,no,113.0,yes,no,unknown,12.0,jun,186.0,1.0,-1.0,0.0,unknown
10345,49.0,entrepreneur,married,secondary,yes,-178.0,no,yes,unknown,12.0,jun,84.0,1.0,-1.0,0.0,unknown
10346,36.0,technician,married,secondary,no,1319.0,yes,no,unknown,12.0,jun,264.0,1.0,-1.0,0.0,unknown
10347,50.0,blue-collar,married,primary,no,260.0,yes,no,unknown,12.0,jun,237.0,1.0,-1.0,0.0,unknown
10348,40.0,admin.,married,secondary,no,2082.0,no,no,unknown,12.0,jun,82.0,1.0,-1.0,0.0,unknown
10349,36.0,student,single,secondary,no,409.0,yes,no,unknown,12.0,jun,72.0,1.0,-1.0,0.0,unknown
10350,54.0,blue-collar,married,primary,no,1087.0,yes,no,unknown,12.0,jun,77.0,1.0,-1.0,0.0,unknown
10351,39.0,blue-collar,married,secondary,no,1367.0,no,no,unknown,12.0,jun,43.0,1.0,-1.0,0.0,unknown
10352,40.0,housemaid,married,secondary,no,3944.0,yes,no,unknown,12.0,jun,64.0,6.0,-1.0,0.0,unknown
10353,36.0,blue-collar,married,secondary,no,753.0,yes,no,unknown,12.0,jun,351.0,1.0,-1.0,0.0,unknown
10354,47.0,housemaid,single,tertiary,no,456.0,no,no,unknown,12.0,jun,139.0,2.0,-1.0,0.0,unknown
10355,60.0,retired,single,secondary,no,1625.0,no,no,unknown,12.0,jun,119.0,1.0,-1.0,0.0,unknown
10356,39.0,blue-collar,married,primary,no,292.0,no,no,unknown,12.0,jun,394.0,1.0,-1.0,0.0,unknown
10357,36.0,blue-collar,married,primary,no,4138.0,no,no,unknown,12.0,jun,174.0,1.0,-1.0,0.0,unknown
10358,52.0,management,married,tertiary,no,261.0,yes,no,unknown,12.0,jun,437.0,2.0,-1.0,0.0,unknown
10359,44.0,unemployed,married,secondary,no,1590.0,yes,no,unknown,12.0,jun,349.0,1.0,-1.0,0.0,unknown
10360,59.0,retired,married,secondary,no,3353.0,no,no,unknown,12.0,jun,148.0,1.0,-1.0,0.0,unknown
10361,42.0,unknown,single,secondary,no,1456.0,no,no,unknown,12.0,jun,56.0,1.0,-1.0,0.0,unknown
10362,38.0,blue-collar,divorced,primary,no,0.0,no,no,unknown,12.0,jun,133.0,1.0,-1.0,0.0,unknown
10363,54.0,technician,married,unknown,no,2564.0,no,no,unknown,12.0,jun,134.0,1.0,-1.0,0.0,unknown
10364,38.0,services,single,primary,no,556.0,yes,no,unknown,12.0,jun,113.0,1.0,-1.0,0.0,unknown
10365,48.0,blue-collar,single,secondary,no,580.0,yes,no,unknown,12.0,jun,185.0,2.0,-1.0,0.0,unknown
10366,55.0,retired,married,secondary,no,2312.0,no,no,unknown,12.0,jun,60.0,1.0,-1.0,0.0,unknown
10367,40.0,blue-collar,married,secondary,no,952.0,no,yes,unknown,12.0,jun,140.0,1.0,-1.0,0.0,unknown
10368,55.0,technician,married,secondary,no,57.0,yes,no,unknown,12.0,jun,331.0,12.0,-1.0,0.0,unknown
10369,47.0,services,married,secondary,no,137.0,no,no,unknown,12.0,jun,112.0,1.0,-1.0,0.0,unknown
10370,59.0,entrepreneur,married,tertiary,no,631.0,yes,no,unknown,12.0,jun,167.0,1.0,-1.0,0.0,unknown
10371,43.0,blue-collar,married,primary,no,0.0,no,no,unknown,12.0,jun,30.0,1.0,-1.0,0.0,unknown
10372,55.0,entrepreneur,married,primary,no,214.0,no,no,unknown,12.0,jun,217.0,1.0,-1.0,0.0,unknown
10373,58.0,management,married,primary,no,0.0,no,no,unknown,12.0,jun,77.0,6.0,-1.0,0.0,unknown
10374,41.0,blue-collar,divorced,primary,no,1887.0,no,no,unknown,12.0,jun,168.0,2.0,-1.0,0.0,unknown
10375,56.0,self-employed,married,secondary,no,1113.0,no,no,unknown,12.0,jun,138.0,1.0,-1.0,0.0,unknown
10376,39.0,blue-collar,married,primary,no,1397.0,yes,no,unknown,12.0,jun,10.0,1.0,-1.0,0.0,unknown
10377,47.0,housemaid,divorced,secondary,no,1453.0,no,no,unknown,12.0,jun,303.0,1.0,-1.0,0.0,unknown
10378,37.0,technician,married,secondary,yes,693.0,no,no,unknown,12.0,jun,75.0,1.0,-1.0,0.0,unknown
10379,44.0,management,married,tertiary,no,0.0,no,no,unknown,12.0,jun,72.0,1.0,-1.0,0.0,unknown
10380,47.0,housemaid,single,tertiary,no,3727.0,no,no,unknown,12.0,jun,993.0,6.0,-1.0,0.0,unknown
10381,38.0,services,married,secondary,no,702.0,yes,no,unknown,12.0,jun,143.0,1.0,-1.0,0.0,unknown
10382,38.0,services,married,secondary,no,309.0,no,no,unknown,12.0,jun,160.0,2.0,-1.0,0.0,unknown
10383,40.0,services,married,secondary,no,1291.0,no,yes,unknown,12.0,jun,138.0,1.0,-1.0,0.0,unknown
10384,38.0,blue-collar,married,primary,no,506.0,yes,yes,unknown,12.0,jun,122.0,1.0,-1.0,0.0,unknown
10385,40.0,technician,married,secondary,no,8379.0,no,no,unknown,12.0,jun,52.0,6.0,-1.0,0.0,unknown
10386,55.0,blue-collar,married,primary,no,472.0,no,no,unknown,12.0,jun,80.0,2.0,-1.0,0.0,unknown
10387,49.0,admin.,married,secondary,no,2732.0,no,no,unknown,12.0,jun,558.0,1.0,-1.0,0.0,unknown
10388,49.0,blue-collar,married,primary,no,937.0,yes,no,unknown,12.0,jun,66.0,1.0,-1.0,0.0,unknown
10389,54.0,blue-collar,married,secondary,no,734.0,no,yes,unknown,12.0,jun,124.0,1.0,-1.0,0.0,unknown
10390,40.0,management,married,tertiary,no,1041.0,yes,no,unknown,12.0,jun,73.0,1.0,-1.0,0.0,unknown
10391,47.0,blue-collar,married,primary,no,1610.0,yes,no,unknown,12.0,jun,68.0,1.0,-1.0,0.0,unknown
10392,43.0,blue-collar,married,secondary,no,664.0,yes,no,unknown,12.0,jun,354.0,1.0,-1.0,0.0,unknown
10393,45.0,management,married,primary,no,0.0,no,yes,unknown,12.0,jun,54.0,1.0,-1.0,0.0,unknown
10394,52.0,unknown,married,unknown,no,1317.0,no,no,unknown,12.0,jun,58.0,1.0,-1.0,0.0,unknown
10395,36.0,student,single,unknown,no,172.0,no,no,unknown,12.0,jun,81.0,1.0,-1.0,0.0,unknown
10396,43.0,management,divorced,tertiary,no,1052.0,no,no,unknown,12.0,jun,118.0,3.0,-1.0,0.0,unknown
10397,36.0,management,married,primary,no,5427.0,no,no,unknown,12.0,jun,398.0,1.0,-1.0,0.0,unknown
10398,47.0,housemaid,divorced,primary,no,1405.0,no,no,unknown,12.0,jun,127.0,1.0,-1.0,0.0,unknown
10399,43.0,housemaid,married,secondary,no,1476.0,no,no,unknown,12.0,jun,216.0,2.0,-1.0,0.0,unknown
10400,35.0,blue-collar,married,primary,no,1116.0,yes,no,unknown,12.0,jun,124.0,1.0,-1.0,0.0,unknown
10401,35.0,admin.,single,secondary,no,163.0,yes,no,unknown,12.0,jun,483.0,1.0,-1.0,0.0,unknown
10402,41.0,services,married,secondary,no,-700.0,no,yes,unknown,12.0,jun,309.0,1.0,-1.0,0.0,unknown
10403,40.0,management,married,secondary,no,406.0,yes,no,unknown,12.0,jun,577.0,2.0,-1.0,0.0,unknown
10404,50.0,technician,married,tertiary,no,1347.0,yes,yes,unknown,12.0,jun,582.0,1.0,-1.0,0.0,unknown
10405,35.0,admin.,single,secondary,no,128.0,no,no,unknown,12.0,jun,46.0,1.0,-1.0,0.0,unknown
10406,56.0,blue-collar,married,secondary,no,2190.0,no,yes,unknown,12.0,jun,270.0,1.0,-1.0,0.0,unknown
10407,43.0,blue-collar,single,primary,no,999.0,yes,no,unknown,12.0,jun,317.0,1.0,-1.0,0.0,unknown
10408,54.0,retired,married,primary,no,2243.0,no,no,unknown,12.0,jun,281.0,1.0,-1.0,0.0,unknown
10409,49.0,management,married,secondary,no,4848.0,no,no,unknown,12.0,jun,113.0,1.0,-1.0,0.0,unknown
10410,51.0,housemaid,married,primary,no,3073.0,no,no,unknown,12.0,jun,410.0,1.0,-1.0,0.0,unknown
10411,53.0,unemployed,married,secondary,no,0.0,yes,no,unknown,12.0,jun,313.0,1.0,-1.0,0.0,unknown
10412,56.0,retired,married,primary,no,133.0,no,yes,unknown,12.0,jun,322.0,2.0,-1.0,0.0,unknown
10413,48.0,blue-collar,married,primary,no,916.0,no,no,unknown,12.0,jun,37.0,3.0,-1.0,0.0,unknown
10414,35.0,admin.,married,secondary,no,0.0,no,no,unknown,12.0,jun,88.0,2.0,-1.0,0.0,unknown
10415,44.0,management,single,tertiary,no,3355.0,yes,no,unknown,12.0,jun,312.0,2.0,-1.0,0.0,unknown
10416,35.0,blue-collar,married,tertiary,no,2999.0,no,no,unknown,12.0,jun,1141.0,6.0,-1.0,0.0,unknown
10417,48.0,blue-collar,married,secondary,no,1000.0,yes,no,unknown,12.0,jun,1268.0,2.0,-1.0,0.0,unknown
10418,37.0,services,married,secondary,no,1627.0,yes,no,unknown,12.0,jun,602.0,2.0,-1.0,0.0,unknown
10419,60.0,housemaid,married,primary,no,517.0,no,no,unknown,12.0,jun,1178.0,3.0,-1.0,0.0,unknown
10420,44.0,management,married,tertiary,no,677.0,yes,no,unknown,12.0,jun,130.0,2.0,-1.0,0.0,unknown
10421,27.0,admin.,single,secondary,no,18188.0,yes,no,unknown,12.0,jun,541.0,17.0,-1.0,0.0,unknown
10422,38.0,unemployed,married,primary,no,-363.0,no,no,unknown,12.0,jun,340.0,2.0,-1.0,0.0,unknown
10423,40.0,housemaid,married,secondary,no,84.0,yes,yes,unknown,12.0,jun,230.0,7.0,-1.0,0.0,unknown
10424,38.0,management,divorced,tertiary,no,10638.0,no,no,unknown,12.0,jun,159.0,2.0,-1.0,0.0,unknown
10425,51.0,technician,divorced,primary,no,548.0,no,no,unknown,12.0,jun,138.0,2.0,-1.0,0.0,unknown
10426,52.0,entrepreneur,divorced,tertiary,no,199.0,yes,yes,unknown,12.0,jun,246.0,2.0,-1.0,0.0,unknown
10427,58.0,retired,married,primary,no,1761.0,no,no,unknown,12.0,jun,773.0,4.0,-1.0,0.0,unknown
10428,55.0,management,married,tertiary,no,1433.0,no,no,unknown,12.0,jun,298.0,3.0,-1.0,0.0,unknown
10429,39.0,services,married,secondary,no,2813.0,no,no,unknown,12.0,jun,723.0,2.0,-1.0,0.0,unknown
10430,37.0,technician,single,secondary,no,18.0,no,no,unknown,12.0,jun,361.0,2.0,-1.0,0.0,unknown
10431,52.0,housemaid,married,primary,no,310.0,no,yes,unknown,12.0,jun,100.0,4.0,-1.0,0.0,unknown
10432,49.0,blue-collar,married,primary,no,3049.0,no,no,unknown,12.0,jun,124.0,2.0,-1.0,0.0,unknown
10433,42.0,unemployed,married,secondary,no,583.0,yes,no,unknown,12.0,jun,153.0,6.0,-1.0,0.0,unknown
10434,46.0,management,single,tertiary,no,2223.0,no,no,unknown,12.0,jun,67.0,3.0,-1.0,0.0,unknown
10435,43.0,management,single,tertiary,no,5658.0,no,no,unknown,12.0,jun,462.0,3.0,-1.0,0.0,unknown
10436,36.0,entrepreneur,married,primary,no,6317.0,no,no,unknown,12.0,jun,478.0,2.0,-1.0,0.0,unknown
10437,47.0,housemaid,married,tertiary,no,1985.0,no,no,unknown,12.0,jun,320.0,2.0,-1.0,0.0,unknown
10438,41.0,blue-collar,married,secondary,no,1165.0,no,no,unknown,12.0,jun,69.0,3.0,-1.0,0.0,unknown
10439,46.0,management,divorced,tertiary,no,675.0,no,yes,unknown,12.0,jun,190.0,2.0,-1.0,0.0,unknown
10440,40.0,services,married,secondary,no,0.0,no,no,unknown,12.0,jun,543.0,2.0,-1.0,0.0,unknown
10441,36.0,management,married,tertiary,no,-85.0,yes,no,unknown,12.0,jun,85.0,2.0,-1.0,0.0,unknown
10442,48.0,management,divorced,tertiary,no,503.0,no,yes,unknown,12.0,jun,1243.0,7.0,-1.0,0.0,unknown
10443,35.0,management,single,tertiary,no,3140.0,no,no,unknown,12.0,jun,130.0,3.0,-1.0,0.0,unknown
10444,38.0,entrepreneur,married,secondary,no,8.0,no,no,unknown,12.0,jun,339.0,3.0,-1.0,0.0,unknown
10445,40.0,unemployed,divorced,secondary,no,991.0,yes,no,unknown,12.0,jun,316.0,2.0,-1.0,0.0,unknown
10446,55.0,housemaid,divorced,primary,no,0.0,no,no,unknown,12.0,jun,90.0,8.0,-1.0,0.0,unknown
10447,59.0,retired,married,primary,no,4949.0,no,yes,unknown,12.0,jun,168.0,8.0,-1.0,0.0,unknown
10448,50.0,technician,married,secondary,no,1765.0,yes,no,unknown,12.0,jun,247.0,2.0,-1.0,0.0,unknown
10449,39.0,services,married,secondary,no,150.0,no,no,unknown,12.0,jun,243.0,2.0,-1.0,0.0,unknown
10450,46.0,technician,married,tertiary,no,4176.0,yes,no,unknown,12.0,jun,153.0,6.0,-1.0,0.0,unknown
10451,39.0,management,divorced,tertiary,no,452.0,yes,no,unknown,12.0,jun,232.0,2.0,-1.0,0.0,unknown
10452,52.0,services,married,secondary,no,-336.0,no,yes,unknown,12.0,jun,111.0,8.0,-1.0,0.0,unknown
10453,32.0,blue-collar,divorced,secondary,no,-289.0,yes,no,unknown,12.0,jun,161.0,2.0,-1.0,0.0,unknown
10454,24.0,blue-collar,single,secondary,yes,-203.0,yes,no,unknown,12.0,jun,465.0,3.0,-1.0,0.0,unknown
10455,47.0,retired,divorced,primary,no,2576.0,no,no,unknown,12.0,jun,188.0,4.0,-1.0,0.0,unknown
10456,47.0,blue-collar,married,primary,no,-245.0,yes,yes,unknown,12.0,jun,67.0,4.0,-1.0,0.0,unknown
10457,40.0,blue-collar,married,secondary,no,4259.0,no,no,unknown,12.0,jun,454.0,4.0,-1.0,0.0,unknown
10458,30.0,management,single,tertiary,no,775.0,yes,no,unknown,16.0,jun,124.0,2.0,-1.0,0.0,unknown
10459,39.0,services,married,secondary,no,733.0,no,no,unknown,16.0,jun,83.0,4.0,-1.0,0.0,unknown
10460,50.0,unemployed,married,primary,no,210.0,no,no,unknown,16.0,jun,247.0,2.0,-1.0,0.0,unknown
10461,35.0,blue-collar,married,primary,no,4924.0,no,no,unknown,16.0,jun,252.0,2.0,-1.0,0.0,unknown
10462,56.0,technician,married,secondary,no,654.0,yes,yes,unknown,16.0,jun,62.0,2.0,-1.0,0.0,unknown
10463,36.0,blue-collar,single,secondary,no,340.0,no,yes,unknown,16.0,jun,559.0,3.0,-1.0,0.0,unknown
10464,33.0,blue-collar,divorced,secondary,no,1.0,no,no,unknown,16.0,jun,66.0,5.0,-1.0,0.0,unknown
10465,29.0,management,single,tertiary,no,573.0,yes,yes,unknown,16.0,jun,190.0,4.0,-1.0,0.0,unknown
10466,27.0,technician,married,secondary,no,806.0,yes,no,unknown,16.0,jun,768.0,21.0,-1.0,0.0,unknown
10467,31.0,blue-collar,married,primary,no,0.0,no,no,unknown,16.0,jun,10.0,5.0,-1.0,0.0,unknown
10468,39.0,blue-collar,married,primary,no,275.0,yes,no,unknown,16.0,jun,189.0,2.0,-1.0,0.0,unknown
10469,58.0,retired,married,tertiary,no,3628.0,no,no,unknown,16.0,jun,109.0,2.0,-1.0,0.0,unknown
10470,36.0,technician,single,secondary,no,1521.0,yes,no,unknown,16.0,jun,243.0,2.0,-1.0,0.0,unknown
10471,50.0,technician,married,tertiary,no,917.0,no,no,unknown,16.0,jun,107.0,2.0,-1.0,0.0,unknown
10472,49.0,housemaid,married,primary,no,785.0,no,no,unknown,16.0,jun,190.0,6.0,-1.0,0.0,unknown
10473,37.0,blue-collar,married,secondary,no,1053.0,no,no,unknown,16.0,jun,405.0,3.0,-1.0,0.0,unknown
10474,37.0,blue-collar,married,primary,no,1.0,yes,no,unknown,16.0,jun,103.0,2.0,-1.0,0.0,unknown
10475,45.0,services,married,primary,no,7811.0,no,no,unknown,16.0,jun,143.0,2.0,-1.0,0.0,unknown
10476,36.0,entrepreneur,single,tertiary,no,658.0,yes,no,unknown,16.0,jun,61.0,3.0,-1.0,0.0,unknown
10477,44.0,blue-collar,married,primary,no,749.0,yes,no,unknown,16.0,jun,424.0,2.0,-1.0,0.0,unknown
10478,37.0,technician,married,secondary,no,1610.0,no,no,unknown,16.0,jun,140.0,2.0,-1.0,0.0,unknown
10479,41.0,blue-collar,married,primary,no,492.0,yes,yes,unknown,16.0,jun,157.0,29.0,-1.0,0.0,unknown
10480,41.0,management,divorced,tertiary,no,1401.0,no,no,unknown,16.0,jun,110.0,4.0,-1.0,0.0,unknown
10481,54.0,housemaid,married,secondary,no,1977.0,no,no,unknown,16.0,jun,69.0,3.0,-1.0,0.0,unknown
10482,48.0,technician,married,unknown,no,5543.0,no,no,unknown,16.0,jun,143.0,5.0,-1.0,0.0,unknown
10483,44.0,admin.,married,secondary,no,32.0,no,yes,unknown,16.0,jun,241.0,3.0,-1.0,0.0,unknown
10484,49.0,blue-collar,married,primary,no,361.0,yes,no,unknown,16.0,jun,513.0,2.0,-1.0,0.0,unknown
10485,39.0,technician,single,secondary,no,175.0,no,yes,unknown,16.0,jun,757.0,2.0,-1.0,0.0,unknown
10486,47.0,retired,married,secondary,no,477.0,no,no,unknown,16.0,jun,68.0,3.0,-1.0,0.0,unknown
10487,56.0,housemaid,married,primary,no,657.0,no,no,unknown,16.0,jun,211.0,2.0,-1.0,0.0,unknown
10488,49.0,housemaid,married,primary,no,3436.0,no,no,unknown,16.0,jun,171.0,2.0,-1.0,0.0,unknown
10489,40.0,services,married,secondary,no,2346.0,no,no,unknown,16.0,jun,182.0,3.0,-1.0,0.0,unknown
10490,38.0,blue-collar,married,secondary,no,213.0,yes,no,unknown,16.0,jun,270.0,15.0,-1.0,0.0,unknown
10491,40.0,management,married,tertiary,no,60.0,no,no,unknown,16.0,jun,172.0,6.0,-1.0,0.0,unknown
